;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
327;0001209191-18-029698;2018-05-11;2018-05-09;2018-05-11T19:19:59.000Z;;4;;;;9578;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
328;0001209191-18-029695;2018-05-11;2018-05-09;2018-05-11T19:18:32.000Z;;4;;;;9543;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
329;0001209191-18-029691;2018-05-11;2018-05-09;2018-05-11T19:17:10.000Z;;4;;;;14807;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
330;0001209191-18-029689;2018-05-11;2018-05-09;2018-05-11T19:15:51.000Z;;4;;;;9434;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
331;0001209191-18-029687;2018-05-11;2018-05-11;2018-05-11T19:14:31.000Z;;4;;;;9492;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
332;0001209191-18-029685;2018-05-11;2018-05-09;2018-05-11T19:12:43.000Z;;4;;;;9416;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
333;0001209191-18-029683;2018-05-11;2018-05-09;2018-05-11T19:10:56.000Z;;4;;;;9417;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
334;0001209191-18-029681;2018-05-11;2018-05-09;2018-05-11T19:08:48.000Z;;4;;;;5472;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
335;0000004127-18-000023;2018-05-11;2018-05-11;2018-05-11T16:19:08.000Z;34;8-K;001-05560;18827129;5.07;67588;0;0;form8-kannualmeetingresult.htm;8-K
336;0001209191-18-029007;2018-05-09;2018-05-07;2018-05-09T19:03:14.000Z;;4;;;;9488;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
337;0000004127-18-000021;2018-05-04;2018-03-30;2018-05-04T16:03:52.000Z;34;10-Q;001-05560;18807861;;3696177;1;0;q21810qmar302018.htm;10-Q
338;0000004127-18-000018;2018-05-03;2018-05-03;2018-05-03T16:34:05.000Z;34;8-K;001-05560;18804355;2.02,8.01,9.01;440029;0;0;q218earningsreleaseform8-k.htm;8-K
339;0001104659-18-027537;2018-04-27;;2018-04-27T12:28:41.000Z;34;DEFA14A;001-05560;18782198;;49144;0;0;a18-12359_1defa14a.htm;DEFA14A
340;0001209191-18-024872;2018-04-13;2018-04-12;2018-04-13T19:01:00.000Z;;4;;;;11794;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
341;0001214659-18-002670;2018-04-06;;2018-04-06T11:05:30.000Z;34;PX14A6G;001-05560;18742331;;11740;0;0;d46180px14a6g.htm;
342;0001047469-18-002445;2018-04-02;2018-05-09;2018-04-02T16:16:15.000Z;34;DEF 14A;001-05560;18729077;;1900274;0;0;a2235049zdef14a.htm;DEF 14A
343;0001047469-18-002078;2018-03-23;2018-05-09;2018-03-23T16:33:03.000Z;34;PRE 14A;001-05560;18710485;;1901909;0;0;a2234861zpre14a.htm;PRE 14A
344;0001209191-18-020407;2018-03-16;2018-03-15;2018-03-16T19:21:16.000Z;;4;;;;19277;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
345;0001209191-18-018623;2018-03-09;2018-03-09;2018-03-09T19:03:27.000Z;;4;;;;11289;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
346;0001209191-18-012712;2018-02-22;2018-02-20;2018-02-22T19:00:25.000Z;;4;;;;11237;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
347;0001209191-18-011064;2018-02-16;2018-02-15;2018-02-16T18:58:29.000Z;;4;;;;13785;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
348;0000004127-18-000013;2018-02-14;2018-02-14;2018-02-14T16:20:57.000Z;34;8-K;001-05560;18612577;5.02;36058;0;0;form8-kitem502feb142018.htm;8-K
349;0001422848-18-000364;2018-02-14;;2018-02-13T18:38:45.000Z;34;SC 13G/A;005-34048;18605868;;8358;0;0;edgswks.txt;SC 13G/A
350;0000932471-18-004674;2018-02-12;;2018-02-12T10:12:53.000Z;34;SC 13G/A;005-34048;18594454;;45374;0;0;skyworkssolutionsinc.htm;
351;0000932471-18-004650;2018-02-12;;2018-02-12T10:02:09.000Z;34;SC 13G/A;005-34048;18594393;;45374;0;0;skyworkssolutionsinc.htm;
352;0000215457-18-005149;2018-02-08;;2018-02-08T09:46:51.000Z;34;SC 13G/A;005-34048;18583193;;13794;0;0;us83088m1027_012418.txt;
353;0000004127-18-000011;2018-02-05;2017-12-29;2018-02-05T17:16:15.000Z;34;10-Q;001-05560;18575186;;3366989;1;0;q11810qdecember292017.htm;10-Q
354;0000004127-18-000010;2018-02-05;2018-02-05;2018-02-05T16:20:05.000Z;34;8-K;001-05560;18574426;2.02,8.01,9.01;324683;0;0;q118earningsreleaseform8-k.htm;8-K
355;0000004127-18-000004;2018-01-26;2017-09-29;2018-01-26T17:15:27.000Z;34;10-K/A;001-05560;18552813;;707779;0;0;fy1710-kajanuary262018.htm;10-K/A
356;0001209191-18-004649;2018-01-19;2018-01-17;2018-01-19T18:59:17.000Z;;4;;;;21062;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
357;0001209191-17-067130;2017-12-22;2017-12-21;2017-12-22T18:02:03.000Z;;4;;;;9774;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
358;0001209191-17-066060;2017-12-15;2017-12-14;2017-12-15T19:01:12.000Z;;4;;;;11550;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
359;0001209191-17-066058;2017-12-15;2017-12-13;2017-12-15T18:58:53.000Z;;4;;;;7828;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
360;0001209191-17-064863;2017-12-08;2017-12-07;2017-12-08T19:00:26.000Z;;4;;;;13539;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
361;0001209191-17-064862;2017-12-08;2017-12-07;2017-12-08T18:59:31.000Z;;4;;;;15255;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
362;0001209191-17-063321;2017-12-01;2017-11-29;2017-12-01T19:00:50.000Z;;4;;;;5809;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
363;0001209191-17-062477;2017-11-24;2017-11-22;2017-11-24T19:02:40.000Z;;4;;;;11766;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
364;0001209191-17-062475;2017-11-24;2017-11-22;2017-11-24T19:01:07.000Z;;4;;;;7802;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
365;0001209191-17-061647;2017-11-17;2017-11-17;2017-11-17T19:15:52.000Z;;4;;;;7799;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
366;0001209191-17-061645;2017-11-17;2017-11-15;2017-11-17T19:14:24.000Z;;4;;;;9612;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
367;0001209191-17-061643;2017-11-17;2017-11-15;2017-11-17T19:12:44.000Z;;4;;;;7803;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
368;0001209191-17-061641;2017-11-17;2017-11-16;2017-11-17T19:11:23.000Z;;4;;;;16875;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
369;0001209191-17-060746;2017-11-14;2017-11-09;2017-11-14T19:17:02.000Z;;4;;;;42464;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
370;0001209191-17-060745;2017-11-14;2017-11-09;2017-11-14T19:16:30.000Z;;4;;;;12459;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
371;0001209191-17-060744;2017-11-14;2017-11-09;2017-11-14T19:15:57.000Z;;4;;;;22367;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
372;0001209191-17-060743;2017-11-14;2017-11-09;2017-11-14T19:15:13.000Z;;4;;;;43569;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
373;0001209191-17-060742;2017-11-14;2017-11-09;2017-11-14T19:13:57.000Z;;4;;;;20665;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
374;0001209191-17-060741;2017-11-14;2017-11-09;2017-11-14T19:13:11.000Z;;4;;;;20425;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
375;0001209191-17-060740;2017-11-14;2017-11-09;2017-11-14T19:12:35.000Z;;4;;;;20436;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
376;0000004127-17-000033;2017-11-13;2017-09-29;2017-11-13T16:12:38.000Z;34;10-K;001-05560;171195973;;9429798;1;0;fy1710k92917.htm;10-K
377;0001209191-17-060080;2017-11-09;2017-11-07;2017-11-09T19:04:19.000Z;;4;;;;5631;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
378;0001209191-17-060079;2017-11-09;2017-11-07;2017-11-09T19:03:47.000Z;;4;;;;5624;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
379;0001209191-17-060078;2017-11-09;2017-11-07;2017-11-09T19:03:05.000Z;;4;;;;5606;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
380;0001209191-17-060077;2017-11-09;2017-11-07;2017-11-09T19:02:24.000Z;;4;;;;5604;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
381;0001209191-17-060076;2017-11-09;2017-11-07;2017-11-09T19:01:45.000Z;;4;;;;5640;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
382;0001209191-17-060075;2017-11-09;2017-11-07;2017-11-09T19:01:13.000Z;;4;;;;5610;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
383;0001209191-17-060074;2017-11-09;2017-11-07;2017-11-09T19:00:32.000Z;;4;;;;5600;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
384;0000004127-17-000029;2017-11-09;2017-11-09;2017-11-09T16:34:35.000Z;34;8-K;001-05560;171191377;5.02;35598;0;0;eip11-9x17form8xk.htm;8-K
385;0001209191-17-059841;2017-11-08;2017-09-29;2017-11-08T19:08:26.000Z;;5;;;;6388;0;0;xslF345X03/doc5.xml;FORM 5 SUBMISSION
386;0001209191-17-059838;2017-11-08;2017-09-29;2017-11-08T19:06:13.000Z;;5;;;;7571;0;0;xslF345X03/doc5.xml;FORM 5 SUBMISSION
387;0001104659-17-066352;2017-11-06;2017-11-06;2017-11-06T16:57:15.000Z;34;8-K;001-05560;171180048;2.02,8.01,9.01;403066;0;0;a17-26100_18k.htm;8-K
388;0001209191-17-056001;2017-10-04;2017-10-02;2017-10-04T18:58:12.000Z;;4;;;;11768;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
389;0001209191-17-052153;2017-09-08;2017-09-06;2017-09-08T19:00:23.000Z;;4;;;;8509;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
390;0001209191-17-050956;2017-08-31;2017-08-29;2017-08-31T19:08:36.000Z;;4;;;;11972;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
391;0001209191-17-050955;2017-08-31;2017-08-29;2017-08-31T19:07:30.000Z;;4;;;;5802;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
392;0001209191-17-048672;2017-08-11;2017-08-02;2017-08-11T19:01:03.000Z;;3;;;;13679;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
393;0000932471-17-004780;2017-08-10;;2017-08-10T12:13:09.000Z;34;SC 13G/A;005-34048;171020483;;46630;0;0;skyworkssolutionsinc.htm;
394;0001209191-17-046480;2017-07-27;2017-07-25;2017-07-27T19:00:14.000Z;;4;;;;7796;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
395;0000004127-17-000027;2017-07-27;2017-06-30;2017-07-27T16:10:23.000Z;34;10-Q;001-05560;17986381;;4009914;1;0;q31710qjun302017.htm;10-Q
396;0001209191-17-046363;2017-07-26;2017-07-24;2017-07-26T18:53:30.000Z;;4;;;;10729;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
397;0000004127-17-000025;2017-07-20;2017-07-20;2017-07-20T16:18:15.000Z;34;8-K;001-05560;17974567;2.02,8.01,9.01;476674;1;1;q317earningsreleaseform8-k.htm;8-K
398;0001209191-17-038424;2017-06-07;2017-06-05;2017-06-07T19:03:00.000Z;;4;;;;8508;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
399;0000004127-17-000022;2017-05-31;;2017-05-31T16:13:12.000Z;34;SD;001-05560;17881168;;264417;0;0;formsd12312016.htm;2016 FORM SD
400;0001209191-17-032188;2017-05-12;2017-05-11;2017-05-12T19:01:59.000Z;;4;;;;17250;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
401;0001209191-17-032184;2017-05-12;2017-05-10;2017-05-12T18:59:39.000Z;;4;;;;12918;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
402;0001209191-17-032181;2017-05-12;2017-05-10;2017-05-12T18:57:56.000Z;;4;;;;12691;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
403;0001209191-17-032179;2017-05-12;2017-05-10;2017-05-12T18:56:51.000Z;;4;;;;12648;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
404;0001209191-17-032176;2017-05-12;2017-05-10;2017-05-12T18:55:18.000Z;;4;;;;12555;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
405;0001209191-17-032174;2017-05-12;2017-05-10;2017-05-12T18:53:15.000Z;;4;;;;12549;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
406;0001209191-17-032171;2017-05-12;2017-05-10;2017-05-12T18:50:42.000Z;;4;;;;12522;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
407;0001209191-17-032167;2017-05-12;2017-05-10;2017-05-12T18:47:41.000Z;;4;;;;12521;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
408;0000004127-17-000020;2017-05-12;2017-05-12;2017-05-12T16:10:40.000Z;34;8-K;001-05560;17838719;5.07;62806;0;0;swks-8xk2017annualmeetingr.htm;8-K
409;0001209191-17-031410;2017-05-10;2017-05-08;2017-05-10T19:02:22.000Z;;4;;;;9489;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
410;0001209191-17-030671;2017-05-08;2017-05-04;2017-05-08T18:59:11.000Z;;4;;;;11031;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
411;0001209191-17-029809;2017-05-03;2017-05-01;2017-05-03T18:51:29.000Z;;4;;;;20349;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
412;0001209191-17-029808;2017-05-03;2017-05-01;2017-05-03T18:50:35.000Z;;4;;;;11765;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
413;0000004127-17-000018;2017-05-03;2017-03-31;2017-05-03T16:16:01.000Z;34;10-Q;001-05560;17809388;;4084731;1;0;q21710qmar312017.htm;10-Q
414;0000004127-17-000015;2017-04-27;2017-04-27;2017-04-27T16:17:47.000Z;34;8-K;001-05560;17789305;2.02,8.01,9.01;464212;0;0;q217earningsreleaseform8-k.htm;8-K EARNINGS RELEASE
415;0001209191-17-027553;2017-04-19;2017-04-17;2017-04-19T18:59:27.000Z;;4;;;;5837;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
416;0001047469-17-002308;2017-04-03;2017-05-10;2017-04-03T16:47:07.000Z;34;DEF 14A;001-05560;17734840;;1492500;0;0;a2231433zdef14a.htm;DEF 14A
417;0001209191-17-021559;2017-03-17;2017-03-15;2017-03-17T19:00:50.000Z;;4;;;;5837;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
418;0001209191-17-012359;2017-02-17;2017-02-15;2017-02-17T18:38:23.000Z;;4;;;;6042;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
419;0001422848-17-000127;2017-02-13;;2017-02-13T17:25:11.000Z;34;SC 13G/A;005-34048;17600854;;8773;0;0;edgswks.txt;SC 13G/A
420;0000932471-17-002416;2017-02-13;;2017-02-13T06:48:47.000Z;34;SC 13G/A;005-34048;17595712;;49201;0;0;skyworkssolutionsinc.htm;
421;0001209191-17-009751;2017-02-10;2017-02-08;2017-02-10T18:55:25.000Z;;4;;;;14597;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
422;0001193125-17-037531;2017-02-10;;2017-02-10T11:22:02.000Z;34;SC 13G/A;005-34048;17590848;;50909;0;0;d332915dsc13ga.htm;SC 13G/A
423;9999999997-17-002773;2017-02-09;2017-01-16;2017-03-14T11:01:54.000Z;34;NO ACT;001-05560;20170103;;1521;0;0;9999999997-17-002773.paper;AUTO-GENERATED PAPER DOCUMENT
424;0000004127-17-000012;2017-02-07;2016-12-30;2017-02-07T16:09:04.000Z;34;10-Q;001-05560;17579074;;3699252;1;0;q11710qdecember302016.htm;10-Q
425;9999999997-17-001611;2017-02-06;2016-02-06;2017-03-06T11:33:26.000Z;34;NO ACT;001-05560;20170077;;1521;0;0;9999999997-17-001611.paper;AUTO-GENERATED PAPER DOCUMENT
426;0000004127-17-000010;2017-02-03;2017-02-03;2017-02-03T08:03:31.000Z;34;8-K;001-05560;17570244;5.02,5.03,9.01;218993;0;0;feb320178-k.htm;8-K
427;0001209191-17-006868;2017-02-01;2017-01-30;2017-02-01T19:00:55.000Z;;4;;;;19676;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
428;0000004127-17-000007;2017-01-30;2017-01-30;2017-01-30T08:08:27.000Z;34;10-K/A;001-05560;17555398;;794079;0;0;fy1610-kajanuary20171x30x2.htm;10-K/A - FY16
429;0000215457-17-001692;2017-01-27;;2017-01-26T17:39:13.000Z;34;SC 13G/A;005-34048;17550836;;13692;0;0;skyworks.solutions.txt;
430;0001209191-17-005408;2017-01-24;2017-01-20;2017-01-24T19:02:58.000Z;;4;;;;15258;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
431;0001209191-17-004645;2017-01-19;2017-01-17;2017-01-19T19:01:46.000Z;;4;;;;5838;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
432;0000004127-17-000005;2017-01-19;2017-01-19;2017-01-19T16:22:18.000Z;34;8-K;001-05560;17536160;8.01;32398;0;0;sharerepurchase8-kjan20170.htm;8-K-SHARE REPURCHASE PROGRAM
433;0000004127-17-000003;2017-01-19;2017-01-19;2017-01-19T16:18:20.000Z;34;8-K;001-05560;17536138;2.02,8.01,9.01;348963;0;0;q117earningsreleaseform8-k.htm;8-K EARNING
434;0001209191-16-155722;2016-12-16;2016-12-15;2016-12-16T18:50:41.000Z;;4;;;;5839;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
435;0001209191-16-154541;2016-12-09;2016-12-09;2016-12-09T19:03:43.000Z;;4;;;;9775;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
436;0001209191-16-154539;2016-12-09;2016-12-08;2016-12-09T19:02:12.000Z;;4;;;;8689;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
437;0001209191-16-152554;2016-11-30;2016-11-28;2016-11-30T19:05:02.000Z;;4;;;;19245;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
438;0001209191-16-152053;2016-11-25;2016-11-23;2016-11-25T18:58:10.000Z;;4;;;;4588;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
439;0001209191-16-152051;2016-11-25;2016-11-22;2016-11-25T18:56:47.000Z;;4;;;;18348;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
440;0001209191-16-152001;2016-11-23;2016-11-21;2016-11-23T19:00:53.000Z;;4;;;;14875;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
441;0000004127-16-000068;2016-11-22;2016-09-30;2016-11-22T16:24:26.000Z;34;10-K;001-05560;162013469;;9922145;1;0;fy1610k93016.htm;10-K
442;0001209191-16-151001;2016-11-17;2016-11-15;2016-11-17T18:58:49.000Z;;4;;;;10931;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
443;0001209191-16-150717;2016-11-16;2016-11-14;2016-11-16T19:10:25.000Z;;4;;;;11557;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
444;0001209191-16-150321;2016-11-15;2016-11-09;2016-11-15T19:10:04.000Z;;4/A;;;;4820;0;0;xslF345X03/doc4a.xml;FORM 4/A SUBMISSION
445;0001209191-16-149516;2016-11-10;2016-11-10;2016-11-10T21:30:05.000Z;;4;;;;7957;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
446;0001209191-16-149513;2016-11-10;2016-11-10;2016-11-10T21:27:44.000Z;;3;;;;11210;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
447;0001209191-16-149511;2016-11-10;2016-11-09;2016-11-10T21:25:51.000Z;;4;;;;7941;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
448;0001209191-16-149509;2016-11-10;2016-11-09;2016-11-10T21:23:55.000Z;;4;;;;16194;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
449;0001209191-16-149507;2016-11-10;2016-11-09;2016-11-10T21:21:51.000Z;;4;;;;17295;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
450;0001209191-16-149505;2016-11-10;2016-11-09;2016-11-10T21:20:13.000Z;;4;;;;16221;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
451;0001209191-16-149503;2016-11-10;2016-11-09;2016-11-10T21:18:45.000Z;;4;;;;4807;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
452;0001209191-16-149501;2016-11-10;2016-11-09;2016-11-10T21:16:49.000Z;;4;;;;16198;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
453;0001209191-16-149499;2016-11-10;2016-11-09;2016-11-10T21:14:26.000Z;;4;;;;11366;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
454;0001209191-16-149495;2016-11-10;2016-11-09;2016-11-10T21:11:54.000Z;;4;;;;16193;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
455;0001209191-16-149460;2016-11-10;2016-09-30;2016-11-10T18:23:51.000Z;;5;;;;4864;0;0;xslF345X03/doc5.xml;FORM 5 SUBMISSION
456;0001209191-16-149457;2016-11-10;2016-09-30;2016-11-10T18:22:10.000Z;;5;;;;4704;0;0;xslF345X03/doc5.xml;FORM 5 SUBMISSION
457;0000004127-16-000066;2016-11-10;2016-11-10;2016-11-10T17:15:19.000Z;34;8-K;001-05560;161989125;5.02;39637;0;0;form8-kitem502nov102016.htm;8-K - ITEM 5.02 NOVEMBER 10, 2016
458;0001209191-16-149176;2016-11-09;2016-11-07;2016-11-09T19:13:06.000Z;;4;;;;7862;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
459;0001209191-16-149174;2016-11-09;2016-11-07;2016-11-09T19:10:58.000Z;;4;;;;7840;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
460;0001209191-16-149172;2016-11-09;2016-11-07;2016-11-09T19:08:57.000Z;;4;;;;8952;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
461;0001209191-16-149170;2016-11-09;2016-11-07;2016-11-09T19:07:09.000Z;;4;;;;7875;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
462;0001209191-16-149168;2016-11-09;2016-11-07;2016-11-09T19:04:42.000Z;;4;;;;7853;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
463;0001209191-16-149166;2016-11-09;2016-11-07;2016-11-09T19:02:08.000Z;;4;;;;8039;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
464;0000004127-16-000064;2016-11-03;2016-11-03;2016-11-03T16:19:09.000Z;34;8-K;001-05560;161971854;2.02,8.01,9.01;514691;0;0;q416earningsreleaseform8-k.htm;8-K Q416 EARNINGS RELEASE
465;0001209191-16-145743;2016-10-12;2016-10-10;2016-10-12T19:05:36.000Z;;4;;;;22317;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
466;0001209191-16-145309;2016-10-06;2016-10-04;2016-10-06T19:06:58.000Z;;4;;;;23137;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
467;0001209191-16-142548;2016-09-22;2016-09-20;2016-09-22T19:04:57.000Z;;4;;;;7841;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
468;0001209191-16-139880;2016-09-02;2016-09-02;2016-09-02T18:44:27.000Z;;4;;;;16186;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
469;0001209191-16-139878;2016-09-02;2016-09-01;2016-09-02T18:43:00.000Z;;4;;;;4588;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
470;0001209191-16-139352;2016-08-31;2016-08-29;2016-08-31T18:57:06.000Z;;4;;;;6019;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
471;0001209191-16-139349;2016-08-31;2016-08-29;2016-08-31T18:54:37.000Z;;4;;;;7944;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
472;0001209191-16-139347;2016-08-31;2016-08-29;2016-08-31T18:51:38.000Z;;3;;;;6174;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
473;0001104659-16-141924;2016-08-29;2016-08-26;2016-08-29T16:30:33.000Z;34;8-K;001-05560;161858153;5.02,9.01;56944;0;0;a16-17568_18k.htm;8-K
474;0000004127-16-000062;2016-08-03;2016-07-01;2016-08-03T17:16:49.000Z;34;10-Q;001-05560;161804800;;4729476;1;0;q31610qjul12016.htm;10-Q - Q316
475;0000004127-16-000060;2016-08-03;2016-08-03;2016-08-03T08:06:38.000Z;34;8-K;001-05560;161802271;8.01,9.01;59644;0;0;filtercooptionexercise8-k.htm;8-K
476;0001209191-16-133978;2016-07-26;2016-07-22;2016-07-26T18:59:47.000Z;;4;;;;10727;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
477;0000004127-16-000058;2016-07-21;2016-07-21;2016-07-21T16:21:49.000Z;34;8-K;001-05560;161777577;8.01;38535;0;0;july2106dividendincreasean.htm;8-K - DIVIDEND AND SHARE REPURCHASE
478;0000004127-16-000057;2016-07-21;2016-07-21;2016-07-21T16:18:52.000Z;34;8-K;001-05560;161777563;2.02,9.01;378266;0;0;q316earningsreleaseform8-k.htm;8-K
479;0001209191-16-132078;2016-07-07;2016-07-05;2016-07-07T18:58:31.000Z;;4;;;;15312;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
480;0001209191-16-130313;2016-06-30;2016-06-28;2016-06-30T18:59:45.000Z;;4;;;;15311;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
481;0001209191-16-129422;2016-06-23;2016-06-21;2016-06-23T19:10:16.000Z;;4;;;;13535;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
482;0001209191-16-128319;2016-06-16;2016-06-14;2016-06-16T19:19:39.000Z;;4;;;;11761;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
483;0001209191-16-126923;2016-06-09;2016-06-07;2016-06-09T19:05:13.000Z;;4;;;;19229;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
484;0001209191-16-125309;2016-06-02;2016-05-31;2016-06-02T19:07:19.000Z;;4;;;;11763;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
485;0000004127-16-000054;2016-05-31;;2016-05-31T16:12:29.000Z;34;SD;001-05560;161686007;;238088;0;0;formsd12312015.htm;2015 FORM SD - CONFLICT MINERALS REPORT
486;0001209191-16-123792;2016-05-26;2016-05-24;2016-05-26T19:04:13.000Z;;4;;;;11764;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
487;0001209191-16-123345;2016-05-25;2016-05-23;2016-05-25T18:59:48.000Z;;4;;;;7120;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
488;0001209191-16-122740;2016-05-23;2016-05-11;2016-05-23T19:00:39.000Z;;3;;;;14652;0;0;xslF345X02/doc3.xml;FORM 3 SUBMISSION
